ClaimID,ClaimantLocation,EventLocation,EventDate,ClaimantLatitude,ClaimantLongitude,EventLatitude,EventLongitude
"A1.1-0000000150","вул. Миру, 440, м. Рівне, Рівненська область","вул. Козацька, 585, м. Ізюм, Харківська область","18.08.2022","50.6393508","26.3044654","49.2229811","37.3145603"
"A2.2-0000000151","вул. Карл-Йоханс-Гате, 520, м. Ліон, Франція","м. Первомайськ, Миколаївська область","03.05.2024","48.4768247","7.7079480","48.0457450","30.8475997"
"A3.1-0000000152","вул. Діагональ, 260, м. Софія, Болгарія","м. Ізюм, Харківська область","31.01.2024-04.02.2024","42.6762264","23.3185690","49.1913721","37.2784125"
"A1.1-0000000153","м. Лисичанськ, Луганська область","вул. Володимирська, 347, м. Ізюм, Харківська область","17.02.2023-03.03.2023","48.9172670","38.4285981","49.1913721","37.2784125"
"A3.1-0000000154","вул. Перемоги, 65, м. Маріуполь, Донецька область","м. Золотоноша, Черкаська область","12.04.2023","47.2016798","37.7459992","49.6689719","32.0427439"
"A1.1-0000000155","м. Ніжин, Чернігівська область","Рівненська область #1","12.03.2025","51.0464747","31.8806289","50.6041125","26.3927832"
"A3.1-0000000156","м. Біла Церква, Київська область #2","вул. Мечникова, 340, м. Вінниця, Вінницька область","18.03.2024","49.7700432","30.1249195","49.2399830","28.4051321"
"A3.1-0000000157","м. Токмак, Запорізька область #1","вул. Княгині Ольги, 709, м. Маріуполь, Донецька область","22.01.2025","47.1908720","36.2197282","47.1112370","37.6326507"
"A2.2-0000000158","м. Полтава, Полтавська область #2","вул. Володимирська, 301, м. Маріуполь, Донецька область","06.08.2022","49.5693529","34.6607843","47.1080820","37.6408716"
"A2.2-0000000159","вул. Франка, 707, м. Новоград-Волинський, Житомирська область","вул. Грушевського, 745, м. Долина, Івано-Франківська область","16.02.2024-26.02.2024","50.5918483","27.6116486","48.9736227","23.9726748"
"A3.1-0000000160","Чернігівська область","вул. Молодіжна, 526, м. Вараш, Рівненська область","17.01.2023-18.01.2023","51.2725930","31.7417235","51.3481736","25.8500623"
"A2.1-0000000161","вул. Грушевського, 130, м. Калуш, Івано-Франківська область","вул. Молодіжна, 393, м. Бахмут, Донецька область","01.05.2022-11.05.2022","49.0190190","24.3615486","48.5835374","37.9674882"
"A2.1-0000000162","Київська область #1","вул. Таращанська, 141, м. Ужгород, Закарпатська область","19.05.2024","50.3867358","30.7810878","48.6504584","22.2657980"
"A2.2-0000000163","вул. Соборна, 754, м. Миколаїв, Миколаївська область","вул. Спортивна, 936, м. Березне, Рівненська область","14.08.2023","46.9659280","31.9885724","50.9804221","26.7359641"
"A2.2-0000000164","вул. Армійська, 939, м. Червоноград, Львівська область","Київська область #2","25.07.2022","50.5796362","24.1774044","50.2463253","30.3635896"
"A3.1-0000000165","м. Черкаси, Черкаська область #3","м. Ніжин, Чернігівська область #1","06.07.2022","49.4147708","32.0682996","51.0464747","31.8806289"
"A2.2-0000000166","м. Краматорськ, Донецька область #1","м. Костопіль, Рівненська область","11.04.2023","48.7429607","37.5887878","50.8792198","26.4533981"
"A2.1-0000000167","вул. Васильківська, 587, м. Бахмут, Донецька область","вул. Гоголя, 906, м. Хмельницький, Хмельницька область","19.11.2023","48.5927395","37.9688314","49.4070997","26.9740835"
"A3.1-0000000168","м. Шостка, Сумська область #1","вул. Таращанська, 76, м. Чортків, Тернопільська область","05.12.2023","51.8643550","33.4728542","49.0165315","25.7928886"
"A1.1-0000000169","вул. Перемоги, 900, м. Марганець, Дніпропетровська область","м. Маріуполь, Донецька область","15.11.2022-22.11.2022","47.6401224","34.6233783","47.1112370","37.6326507"
"A1.1-0000000170","вул. Франка, 166, м. Ізмаїл, Одеська область","вул. Весняна, 971, м. Нікополь, Дніпропетровська область","28.09.2023-12.10.2023","45.3668673","28.8203798","47.6564465","34.6420699"
"A1.1-0000000171","вул. Перемоги, 641, м. Дрогобич, Львівська область","вул. Лесі Українки, 515, м. Охтирка, Сумська область","28.05.2025","49.3513996","23.5061662","50.2892469","34.8811030"
"A2.1-0000000172","вул. Таращанська, 43, м. Словʼянськ, Донецька область","м. Одеса, Одеська область","20.05.2025","48.8586421","37.5963609","46.4771004","30.7320241"
"A2.2-0000000173","м. Хуст, Закарпатська область #1","вул. Княгині Ольги, 911, м. Одеса, Одеська область","10.10.2023","48.1830617","23.2500625","45.3551215","28.8308309"
"A2.2-0000000174","м. Вараш, Рівненська область","вул. Армійська, 62, м. Ужгород, Закарпатська область","24.06.2024","51.3481736","25.8500623","48.6504584","22.2657980"
"A3.1-0000000175","вул. Залізнична, 883, м. Рівне, Рівненська область","м. Марганець, Дніпропетровська область","18.11.2022-01.12.2022","50.5997503","26.2367826","47.6490555","34.6491940"
"A2.2-0000000176","вул. Вишнева, 126, м. Конотоп, Сумська область","вул. Пушкіна, 100, м. Бровари, Київська область","20.04.2024","51.2193493","33.1942011","50.4985709","30.7560375"
"A3.1-0000000177","м. Житомир, Житомирська область #2","м. Ніжин, Чернігівська область #2","16.01.2023","51.3260561","28.8009045","51.0464747","31.8806289"
"A3.1-0000000178","вул. Княгині Ольги, 24, м. Миргород, Полтавська область","вул. Данила Галицького, 469, м. Коростень, Житомирська область","10.05.2023-20.05.2023","49.9568658","33.6153865","50.9775763","28.6676288"
"A2.2-0000000179","вул. Дамрак, 612, м. Гамбург, Німеччина","м. Нова Каховка, Херсонська область #3","12.03.2022","53.5503410","10.0006540","46.7583404","33.3566678"
"A1.1-0000000180","м. Бахмут, Донецька область #2","м. Бахмут, Донецька область #3","08.06.2022","48.5927395","37.9688314","48.5927395","37.9688314"
